aId	sId	orig	cent	au	title	incipit	irreg	nbLin	nbLg	lnNbr	lnTxt	met	rhys	rw	r1	r2	r3	r4	enj	ent
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	4	Al ver las perfecciones de su ser...	2 6 10	ABAB CDCD EEF GGF	ser	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	5	Sobro el niveo cristal de un quieto lago	1 4 6 7 8 10	ABAB CDCD EEF GGF	lago	ABAB	CDCD	EEF	GGF	1	ex_dobj_verb
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	6	La vieron como un cisne singular;	2 5 6 10	ABAB CDCD EEF GGF	singular	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	7	Y no hubo causa de inquirir al mago	2 4 8 10	ABAB CDCD EEF GGF	mago	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	8	Quien era la mas bella del lugar...	2 6 10	ABAB CDCD EEF GGF	lugar	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	9	Y es quo Rosita vino con la aurora	1 2 4 6 10	ABAB CDCD EEF GGF	aurora	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	10	Al estallar con sus encantos Flora	4 8 10	ABAB CDCD EEF GGF	Flora	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	11	En medio de la agreste floración,	2 6 10	ABAB CDCD EEF GGF	floración	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	12	Y robó de los cielos su blancura,	3 6 10	ABAB CDCD EEF GGF	blancura	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	13	Do los jazmines su fragancia pura,	4 8 10	ABAB CDCD EEF GGF	pura	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0126	fil	20	Gavira, José Hernández	NIVEA	Frente al espejo de la Blanca Nieve	0	14	4	14	Esta rosa del monte Canhon...	1 3 6 8	ABAB CDCD EEF GGF	Canhon	ABAB	CDCD	EEF	GGF	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	1	La inquietud de la vida que se pierde	3 6 10	ABAB CBCB DD- EE-	pierde	ABAB	CBCB	DD-	EE-	1	ex_subj_verb
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	2	en espera de aquella que vendrá,	3 6 10	ABAB CBCB DD- EE-	vendrá	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	3	la lentitud que el corazón me muerde,	4 8 10	ABAB CBCB DD- EE-	muerde	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	4	¿Oh cuándo, señor mío, llegará?	2 5 6 9	ABAB CBCB DD- EE-	llegará	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	5	Con la frente serena yo la espero;	3 6 8 10	ABAB CBCB DD- EE-	espero	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	6	Sé que algún día triste llamará;	1 3 4 5 9	ABAB CBCB DD- EE-	llamará	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	7	La reto a todas horas y la inquiero:	2 4 6 10	ABAB CBCB DD- EE-	inquiero	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	8	¿Si eres fuerte, por qué no vienes ya?	1 3 6 7 8 10	ABAB CBCB DD- EE-	ya	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	9	Ha de llegar y llamará a mi puerta,	1 4 8 10	ABAB CBCB DD- EE-	puerta	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	10	Y al presentir su intención abierta,	4 7 9	ABAB CBCB DD- EE-	abierta	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	11	"Como un iluso, gritaré:¿""quién es""?"	2 4 5	ABAB CBCB DD- EE-		ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	12	Más yo, Señor, que la esperaba tanto,	1 2 4 8 10	ABAB CBCB DD- EE-	tanto	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	13	habré de suplicar, deshecho en llanto:	2 6 8 10	ABAB CBCB DD- EE-	llanto	ABAB	CBCB	DD-	EE-	0	
005t	s005t_0127	fil	20	Gavira, José Hernández	LO DE SIEMPRE	La inquietud de la vida que se pierde	0	14	4	14	"""No te acerques, más tarde, más después""..."	1 3 5 6 8 10	ABAB CBCB DD- EE-		ABAB	CBCB	DD-	EE-	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	1	aún conservan mis playas su gloriosa silueta,	1 3 6 10 13	ABAB CDCD EFG EFG	silueta	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	2	Y aún palpita en la historia el valor ele su hazaña:	1 3 6 9 10 13	ABAB CDCD EFG EFG	hazaña	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	3	El Caudillo y el Fraile, Legaspi y Urdaneta,	3 5 8 11	ABAB CDCD EFG EFG	Urdaneta	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	4	¡La cruz del Redentor y la espada de España!	2 6 9 12	ABAB CDCD EFG EFG	España	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	5	Caballeros de hierro ante gente sencilla	3 5 8 11	ABAB CDCD EFG EFG	sencilla	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	6	Con la frente inclinada a los Conquistadores;	3 6 12	ABAB CDCD EFG EFG	Conquistadores	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	7	Y a los pies del pendón morado de Castilla,	3 6 8 12	ABAB CDCD EFG EFG	Castilla	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	8	¡Las Islas Filipinas coronadas de flores!	2 6 10 13	ABAB CDCD EFG EFG	flores	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	9	Tres siglos se tornaron, mortales, a la nada.	1 2 6 9 13	ABAB CDCD EFG EFG	nada	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	10	Llevándose al Caudillo y al Fraile en el fecundo	2 6 8 12	ABAB CDCD EFG EFG	fecundo	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	11	Palpitar de su gloria y aletear de su vuelo;	3 6 9 12	ABAB CDCD EFG EFG	vuelo	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	12	Pero nos ha quedado, como herencia sagrada,	4 6 10 13	ABAB CDCD EFG EFG	sagrada	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	13	¡La espada para abrirnos los senderos del mundo!	2 6 10 13	ABAB CDCD EFG EFG	mundo	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0006	fil	20	Balmori, Jesús	CRUZ Y ESPADA	aún conservan mis playas su gloriosa silueta,	0	14	4	14	¡Y la cruz para abrirnos los caminos del cielo!	3 6 10 13	ABAB CDCD EFG EFG	cielo	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	1	El guerrero español y el Señor boholano	3 6 9 12	ABAB CDCD EFG EFG	boholano	ABAB	CDCD	EFG	EFG	1	ex_subj_verb
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	2	Se encontraron, buscándose, bajo la noche bruna.	3 6 12 14	ABAB CDCD EFG EFG	bruna	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	3	Legaspi se llamaba el Capitán hispano.	2 6 10 12	ABAB CDCD EFG EFG	hispano	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	4	El Señor de Bohol, el Raja Sicatuna.	3 6 8 12	ABAB CDCD EFG EFG	Sicatuna	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	5	Se besaron. Y urdieron abrirse mutuamente	3 6 9 11 13	ABAB CDCD EFG EFG	mutuamente	ABAB	CDCD	EFG	EFG	1	ex_dobj_verb
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	6	Una herida en la vena donde su sangre ardía.	1 3 6 11 13	ABAB CDCD EFG EFG	ardía	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	7	Para mezclar su vida, y consagrarla ardiente	4 6 10 12	ABAB CDCD EFG EFG	ardiente	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	8	En un cáliz : [ Tu santo corazón, patria mía!	2 3 6 10 11 13	ABAB CDCD EFG EFG	mía	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	9	Si Filipinas hoy, rotas ya sus cadenas,	4 6 7 9 12	ABAB CDCD EFG EFG	cadenas	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	10	Quisiera aparecer ante su historia, sola,	2 6 10 12	ABAB CDCD EFG EFG	sola	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	11	Olvidada del pacto de su viejo Virrey,	3 6 10 13	ABAB CDCD EFG EFG	Virrey	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	12	Se tendría que abrir nuevamente las venas,	3 5 6 8 11	ABAB CDCD EFG EFG	venas	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	13	Y arrancar de sus venas esta sangre española	3 6 8 10 13	ABAB CDCD EFG EFG	española	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0007	fil	20	Balmori, Jesús	ET INCARNATUS EST.	El guerrero español y el Señor boholano	0	14	4	14	¡Que en su vida y su alma es Dios, idioma y ley!	3 5 6 7 9 11	ABAB CDCD EFG EFG	ley	ABAB	CDCD	EFG	EFG	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	1	El Capitán Salcedo, preso en los dulces ojos	4 6 8 11 13	ABAB CBCB DEF DEF	ojos	ABAB	CBCB	DEF	DEF	1	pb_noun_prep
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	2	De la princesa india dormida en su candor,	4 5 8 12	ABAB CBCB DEF DEF	candor	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	3	Se desciñó la espada, y postrado de hinojos,	4 6 9 12	ABAB CBCB DEF DEF	hinojos	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	4	Puso sobre su sueño un beso y una flor.	1 6 7 8 9 11	ABAB CBCB DEF DEF	flor	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	5	El seno de la tierra sintió una nueva vida;	2 6 9 11 13	ABAB CBCB DEF DEF	vida	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	6	La espiga de oro se hizo prenda del sembrador;	2 4 6 8 13	ABAB CBCB DEF DEF	sembrador	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	7	Y toda Filipinas despertó estremecida	2 6 10 13	ABAB CBCB DEF DEF	estremecida	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	8	Y se alzó sacudida por un grito de amor.	3 6 9 10 13	ABAB CBCB DEF DEF	amor	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	9	Después, en otra noche romántica y preclara,	2 4 6 9 13	ABAB CBCB DEF DEF	preclara	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	10	Como ninguna otra de luminosa y bella,	4 5 10 12	ABAB CBCB DEF DEF	bella	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	11	Como si a más de estrella, tuviera luna y sol,	4 6 9 11 13	ABAB CBCB DEF DEF	sol	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	12	Surgió de aquella noche de amor, María Clara,	2 4 6 9 11 12	ABAB CBCB DEF DEF	Clara	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	13	Dulce como una rosa, blanca como una estrella,	1 4 6 8 11 13	ABAB CBCB DEF DEF	estrella	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0008	fil	20	Balmori, Jesús	PALIMPSESTO.	El Capitán Salcedo, preso en los dulces ojos	0	14	4	14	¡Pulsando en su arpa indígena su cántico español!	2 4 6 10 14	ABAB CBCB DEF DEF	español	ABAB	CBCB	DEF	DEF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	1	Soy un bardo indo-hispano. En mi pecho cristiano	1 2 3 5 8 11	ABAB CDCD EEF GGF	cristiano	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	2	Mi corazón es vaso donde mezclada está	4 5 6 11 13	ABAB CDCD EEF GGF	está	ABAB	CDCD	EEF	GGF	1	ex_subj_verb
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	3	La sangre de Legaspi, el Capitán hispano.	2 6 10 12	ABAB CDCD EEF GGF	hispano	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	4	Con la sangre tagala de la hija del Rajá.	3 6 9 13	ABAB CDCD EEF GGF	Rajá	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	5	Con el talón hundido en olas y en espumas,	4 6 8 12	ABAB CDCD EEF GGF	espumas	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	6	Esperé sobre el mar el galeón español,	3 6 9 12	ABAB CDCD EEF GGF	español	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	7	Y España, al encontrarme, besó las áureas plumas	2 6 9 11 13	ABAB CDCD EEF GGF	plumas	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	8	Que en mi frente temblaban como rayos de sol.	3 6 10 13	ABAB CDCD EEF GGF	sol	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	9	Era herniosa, era buena, era plena de amores;	1 3 4 6 7 9 12	ABAB CDCD EEF GGF	amores	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	10	Puse a sus pies mis lanzas, mis espigas, mis flores;	1 4 6 10 13	ABAB CDCD EEF GGF	flores	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	11	La di mi corazón salvaje y oriental;	2 6 8 11	ABAB CDCD EEF GGF	oriental	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	12	Y desde entonces va en mi pecho desnudo	4 6 8 11	ABAB CDCD EEF GGF	desnudo	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	13	Sirviéndome de férreo y de glorioso escudo	2 6 11 13	ABAB CDCD EEF GGF	escudo	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0009	fil	20	Balmori, Jesús	BLASÓN	Soy un bardo indo-hispano. En mi pecho cristiano	0	14	4	14	Con su idioma divino y su sangre inmortal.	3 6 9 12	ABAB CDCD EEF GGF	inmortal	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	1	Filipina de ayer, mujer dulce y santera,	3 6 8 9 12	ABAB CDCD EEF GGF	santera	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	2	De cabellera larga como un velo oloroso;	4 6 9 10 13	ABAB CDCD EEF GGF	oloroso	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	3	De serena mirada y de humilde manera;	3 6 9 12	ABAB CDCD EEF GGF	manera	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	4	Envuelta en dignidad y silencio y reposo.	2 6 9 12	ABAB CDCD EEF GGF	reposo	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	5	Filipina de ayer, pura como una flor;	3 6 7 10 12	ABAB CDCD EEF GGF	flor	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	6	Plena de elevación y luz como una llama;	1 6 8 10 12	ABAB CDCD EEF GGF	llama	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	7	Que nunca te atrevías a mirar al amor,	2 6 9 12	ABAB CDCD EEF GGF	amor	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	8	¡Tú que supiste amar como ya no se ama!	1 4 6 9 10 11	ABAB CDCD EEF GGF	ama	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	9	¡Filipina de ayer, Doña María Peña!	3 6 10 11	ABAB CDCD EEF GGF	Peña	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	10	Permite que el poeta que en el ayer te sueña	2 5 10 12	ABAB CDCD EEF GGF	sueña	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	11	Como visión de patria, como símbolo santo,	4 6 10 13	ABAB CDCD EEF GGF	santo	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	12	Hoy que se enflora un año nuevo sobre tu frente,	1 4 5 6 8 13	ABAB CDCD EEF GGF	frente	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	13	Se incline ante tu vida, rendido y reverente.	2 6 9 13	ABAB CDCD EEF GGF	reverente	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0010	fil	20	Balmori, Jesús	FILIPINA DE AYER	Filipina de ayer, mujer dulce y santera,	0	14	4	14	¡Y alce por ti, basta Dios, las alas de su canto!	1 4 5 7 9 13	ABAB CDCD EEF GGF	canto	ABAB	CDCD	EEF	GGF	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	1	tumbas desparramadas por doquiera,	1 6 10	ABAB ABAB CCD EED	doquiera	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	2	Abiertas en la noche de la Historia,	2 6 10	ABAB ABAB CCD EED	Historia	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	3	Sin una cruz que os sirva de cimera,	2 4 6 10	ABAB ABAB CCD EED	cimera	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	4	¡Ni una luz que os recuerde a la memoria!	1 3 6 10	ABAB ABAB CCD EED	memoria	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	5	Surcos que en la lejana sementera	1 6 10	ABAB ABAB CCD EED	sementera	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	6	Sois un puñado de mortal escoria;	1 2 4 8 10	ABAB ABAB CCD EED	escoria	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	7	De vosotros brotó nuestra bandera,	3 6 10	ABAB ABAB CCD EED	bandera	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	8	¡Como una flor divina de la gloria!	2 4 6 10	ABAB ABAB CCD EED	gloria	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	9	Si el amor no os consagra con su lloro,	3 4 6 10	ABAB ABAB CCD EED	lloro	ABAB	ABAB	CCD	EED	0	
002t	s002t_0011	fil	20	Balmori, Jesús	LAS TUMBAS ANÓNIMAS	tumbas desparramadas por doquiera,	0	14	4	10	Y no hay rosas, ni lámparas de oro,	2 3 6 9	ABAB ABAB CCD EED	oro	ABAB	ABAB	CCD	EED	0	
