n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
filip	que al esforzado Bonifacio honora,	que al esforzado Bonifacio honora,	12	4 8 11	-	Dodecasílabo	1.0
filip	elévase ofrendando al infinito	elévase ofrendando al infinito	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	la sangre que en sus copas atesora,	la sangre que en sus copas atesora,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	y en medio de las sombras del delito	y en medio de las sombras del delito	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	¡aparece triunfal como la aurora!	¡aparece triunfal como la aurora!	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Armónica amalgama de colores,	Armónica amalgama de colores,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	el mundo era un pensil de regias galas	el mundo era un pensil de regias galas	11	2 3 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	0.9
filip	cuando ayer, aún sin penas ni dolores,	cuando ayer ún sin penas ni dolores	11	3 4 6 10	3 6 10	Endecasílabo melódico puro	0.9
filip	batió el poeta sus bisofias alas.	batió el poeta sus bisofias alas.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Mas ahora que descansan mis vigores	mas óra que descansan mis vigores	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	sobre la cumbre rispida de Palas,	sobre la cumbre rispida de Palas,	11	4 7 10	4 10	Endecasílabo sáfico difuso	0.9
filip	contemplo de éste Mundo los fulgores	contemplo de éste Mundo los fulgores	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	cual si viese la luz de unas bengalas...	cual si viese la luz de unas bengalas...	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
filip	Ya sé lo que es, ¡miseria y podredumbre!	Ya sé lo que es, ¡miseria y podredumbre!	11	1 2 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	pues al quebrarse el prisma del encanto	pues al quebrarse el prisma del encanto	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	al golpe de mi brusca incertidumbre	al golpe de mi brusca incertidumbre	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	he visto que en la charca del espanto	he visto que en la charca del espanto	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	se sumía la ignara muchedumbre	se sumía la ignara muchedumbre	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	entre el tumulto de su risa y llanto...	entre el tumulto de su risa y llanto...	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	El rastro de sus actos sólo en la noche imprimen.	El rastro de sus actos sólo en la noche imprimen.	14	2 6 8 11 13	-	Alejandrino	1.0
filip	La sangre envenenada de Judas Izcariote	La sangre envenenada de Judas Izcariote	14	2 6 9 13	-	Alejandrino	1.0
filip	.se escurre por sus venas sin que nadie lo note;	.se escurre por sus venas sin que nadie lo note;	14	2 6 10 13	-	Alejandrino	1.0
filip	ni los son los engendros de la Sombra y el Crimen.	ni los son los engendros de la sombra y   el crimen	14	3 6 10 13	-	Alejandrino	1.0
filip	Son prófugos bifrontes que abren la risa ó gimen	Son prófugos bifrontes que abren la risa ó gimen	14	1 2 6 8 11 12 13	-	Alejandrino	1.0
filip	—para cubrir sus vicios y la ruindad no flote—	—para cubrir sus vicios y la ruindad no flote—	14	4 6 11 12 13	-	Alejandrino	1.0
filip	i-.uando hierven sus planes bajo el falso añascóte	i-.uando hierven sus planes bajo el falso añascóte	14	1 3 6 10 13	-	Alejandrino	1.0
filip	de la apariencia, mientras el instinto comprimen.	de la apariencia, mientras el instinto comprimen.	14	4 10 13	-	Alejandrino	1.0
filip	Yo vengo de los trágicos festejos de la Vida	Yo vengo de los trágicos festejos de la Vida	14	1 2 6 9 13	-	Alejandrino	1.0
filip	con un gran desencanto y una profunda herida...	con un gran desencanto y una profunda herida...	14	2 3 6 8 11 13	-	Alejandrino	1.0
filip	Extenuado peregrino de senderos sin luz	Extenuado peregrino de senderos sin luz	15	3 7 11 14	-	Pentadecasílabo	1.0
filip	sé noble como el Cristo que agonizó en la cruz:	sé noble como el Cristo que agonizó en la cruz:	14	1 2 6 11 13	-	Alejandrino	1.0
filip	perdona si al brindarles tu más bella guirnalda	perdona si al brindarles tu más bella guirnalda	14	2 6 9 10 13	-	Alejandrino	1.0
filip	en cambio te clavaron sus dagas en la espalda.	en cambio te clavaron sus dagas en la espalda.	14	2 6 9 13	-	Alejandrino	1.0
filip	Todo lo abarcó su altiva mirada,	todo lo   abarcó su   altiva mirada	14	1 6 10 13	-	Alejandrino	1.0
filip	y afiló sus garras, sacudió sus hombros,	y afiló sus garras, sacudió sus hombros,	12	3 5 9 11	-	Dodecasílabo	1.0
filip	y mientras la fiera entre los escombros	y mientras la fiera   entre los escombros	12	5 11	-	Dodecasílabo	1.0
filip	profanaba el seno de la Patria amada,	profanaba el seno de la Patria amada,	12	3 5 9 11	-	Dodecasílabo	1.0
filip	igual que una flecha, la águila imprevista	igual que una flecha, la águila imprevista	12	2 3 5 7 11	-	Dodecasílabo	1.0
filip	cayó sobre el lomo del león de Iberia;	cayó sobre el lomo del león de Iberia;	12	2 5 9 11	-	Dodecasílabo	1.0
filip	li! acosó, le hirió, rompióle una arteria,	li acosó le   hirió rompióle una   arteria	14	1 3 6 9 10 13	-	Alejandrino	1.0
filip	y le arrancó aquellos ojos de conquista.	y le arrancó aquellos ojos de conquista.	12	4 5 7 11	-	Dodecasílabo	1.0
filip	Hubo luego un lapso de bonanza y paz,	Hubo luego un lapso de bonanza y paz,	12	1 3 4 5 9 11	-	Dodecasílabo	1.0
filip	mas pronto en los lares se impuso el nuevo amo.	mas pronto en los lares se impuso el nuevo amo.	12	2 5 8 10 11	-	Dodecasílabo	1.0
filip	Itesuelta, indomable, con ánimo audaz,	itesuelta indomable con ánimo   audaz	14	3 6 9 13	-	Alejandrino	1.0
filip	madre Filipinas protestó indignada...	madre Filipinas protestó indignada...	12	1 5 9 11	-	Dodecasílabo	1.0
filip	pero al grito bélico que lanzó en reclamo	pero al grito bélico que lanzó en reclamo	12	3 5 9 11	-	Dodecasílabo	1.0
filip	¡solo oyó la réplica de una carcajada!	¡solo oyó la réplica de una carcajada!	12	1 3 5 7 11	-	Dodecasílabo	1.0
filip	Levantóse el Caudillo y miró hacia el sendero:	Levantóse el Caudillo y miró hacia el sendero:	14	3 6 10 13	-	Alejandrino	1.0
filip	venían hombres blancos, hombres de la metralla,	venían hombres blancos, hombres de la metralla,	14	2 4 6 8 13	-	Alejandrino	1.0
filip	la gente queá otras tribus ya humilló con su tralla	la gente qu#á otras tribus ya humilló con su tralla	14	2 4 6 8 10 13	-	Alejandrino	1.0
filip	de colonizadores. Y eran terribles, yero	de colonizadores. Y eran terribles, yero	14	6 8 11 13	-	Alejandrino	1.0
filip	el corazón del grande Aligan es de acero	el corazón del grande Aligan es de acero	14	4 6 9 11 13	-	Alejandrino	1.0
filip	y antes preferirá morir en la batalla	y antes preferirá morir en la batalla	14	1 6 9 13	-	Alejandrino	1.0
filip	que ser el ruin esclavo de una intrusa canalla...	que ser el ruin esclavo de una intrusa canalla...	14	2 4 6 8 10 13	-	Alejandrino	1.0
filip	Y por eso se dijo: ¿«Me buscan? Aquí espero.»	Y por eso se dijo: ¿«Me buscan? Aquí espero.»	14	3 6 9 12 13	-	Alejandrino	1.0
filip	—¿Qué quieren?—pregunta ál con marcada altivez.	—¿Qué quieren?—pregunta ál con marcada altivez.	14	1 5 6 10 13	-	Alejandrino	1.0
filip	—Que paguen el tributo los tuyos. (—Del averno	—Que paguen el tributo los tuyos. (—Del averno	14	2 6 9 13	-	Alejandrino	1.0
filip	debe ser esta raza de sentido burgués!—)	debe ser esta raza de sentido burgués!—)	14	1 3 4 6 10 13	-	Alejandrino	1.0
filip	dijo el indio indignado para su fuero interno.	dijo el indio indignado para su fuero interno.	14	1 3 6 11 13	-	Alejandrino	1.0
filip	Y á la tropa extranjera:—Sabed lo de una vez:	Y á la tropa extranjera:—Sabed lo de una vez:	14	1 3 9 11 13	-	Alejandrino	1.0
filip	¡nosotros no aceptamos el yugo del gobierno!	¡nosotros no aceptamos el yugo del gobierno!	14	2 4 6 9 13	-	Alejandrino	1.0
filip	Ya ha muerto el sol: cien lámparas flameantes	ya ha muerto   el sol cien lámparas flameantes	14	1 2 5 6 8 13	-	Alejandrino	1.0
filip	Tiñen de plata un cenador de flores,	Tiñen de plata un cenador de flores,	11	1 4 5 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	Donde bullen, cubriendo sus pudores	Donde bullen, cubriendo sus pudores	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Como un jirón de niebla, las bacantes.	Como un jirón de niebla, las bacantes.	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	Rompe la orquesta en ritmos ondulantes	Rompe la orquesta en ritmos ondulantes	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	Como la voz de impúdicos amores,	Como la voz de impúdicos amores,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Y del festín liviano a los rumores,	Y del festín liviano a los rumores,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Salta el licor en chorros espumantes.	Salta el licor en chorros espumantes.	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	Hierve el cerebro, hipnotizado y loco;	Hierve el cerebro, hipnotizado y loco;	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	La música y la danza cadenciosas	La música y la danza cadenciosas	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Son tromba y huracán de desenfreno.,,	son tromba y   huracán de desenfreno	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	Mas cuando él ruido cesa poco a poco,	Mas cuando él ruido cesa poco a poco,	11	3 4 6 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
filip	Sólo quedan, de vírgenes y esposas	Sólo quedan, de vírgenes y esposas	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	Los blancos velos alfombrando el cieno.	Los blancos velos alfombrando el cieno.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Eres sabio, eres justo y eres fuerte,	eres sabio eres justo y   eres fuerte	11	1 3 4 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
filip	tu ciencia cantan tierra y firmamento,	tu ciencia cantan tierra y firmamento,	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	tu fortaleza el mar, el fuego, el viento,	tu fortaleza el mar, el fuego, el viento,	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	y tu justicia reveló la muerte.	y tu justicia reveló la muerte.	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	Incomprensible Dios! tan grande al verte	Incomprensible Dios! tan grande al verte	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	humillas a mi obscuro pensamiento,	humillas a mi obscuro pensamiento,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	y si la llaga de mi culpa tiento	y si la llaga de mi culpa tiento	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	me descubro más vil que polvo inerte.	me descubro más vil que polvo inerte.	11	3 5 6 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
filip	¿Como llegar a tan excelsa altura?	¿Como llegar a tan excelsa altura?	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	¿ Mi podredumbre acogerá en su seno	¿ Mi podredumbre acogerá en su seno	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	el sabio, el fuerte, el justo por esencia?	el sabio, el fuerte, el justo por esencia?	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	¡Inúndate de gozo, criatura,	inúndate de gozo cri~atura	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	por tu miseria te reclama el cieno,	por tu miseria te reclama el cieno,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	pero a Dios te transplanta su clemencia	pero a Dios te transplanta su clemencia	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	No has muerto, no. Tu espíritu sublime	No has muerto, no. Tu espíritu sublime	11	1 2 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	Que no manchó la infamia del tirano»	Que no manchó la infamia del tirano»	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	En el alma del pueblo soberano	En el alma del pueblo soberano	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Con Ígneos rasgos su entereza Imprime.	con ígnos rasgos su entereza imprime	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Palpita en nuestras auras, late y gime	Palpita en nuestras auras, late y gime	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
filip	Hasta la entraña azul del Océano,	hasta la entraña   azul del océno	11	4 7 10	4 10	Endecasílabo sáfico difuso	0.9
filip	Y fulgura en la frente del anciano	Y fulgura en la frente del anciano	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Alienta al niño, a la mujer redime.	Alienta al niño, a la mujer redime.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	No has muerto, no. La gloria es tu destino;	No has muerto, no. La gloria es tu destino;	11	1 2 4 6 7 10	2 4 6 10	Endecasílabo heroico corto	0.8
filip	Tu corona, los fuegos de la aurora,	Tu corona, los fuegos de la aurora,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Y tu inviolable altar nuestra conciencia.	Y tu inviolable altar nuestra conciencia.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	¡No! ¡El germen que sembraste en el camino	¡No! ¡El germen que sembraste en el camino	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	Donde cayó la sangre redentora,	Donde cayó la sangre redentora,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Ya es el árbol de nuestra independencia!	Ya es el árbol de nuestra independencia!	11	1 3 10	1 3 6 10	Endecasílabo melódico corto	0.9
filip	¡Pascua! Tu tienes para mi pueblo repercusiones	¡Pascua! Tu tienes para mi pueblo repercusiones	15	1 4 9 14	-	Pentadecasílabo	1.0
filip	de un son alegre de villancicos y fiestas locas;	de un son alegre de villancicos y fiestas locas;	15	1 2 4 9 12 14	-	Pentadecasílabo	1.0
filip	tú tienes hora en que se animan las ilusiones,	tú tienes hora en que se   animan las ilusiones	15	1 2 4 9 14	-	Pentadecasílabo	1.0
filip	en que sonríen, besan y cantan almas y bocas.	en que sonríen, besan y cantan almas y bocas.	15	4 6 9 11 14	-	Pentadecasílabo	1.0
filip	Pero tu nombre también nos dice cosas amargas,	Pero tu nombre también nos dice cosas amargas,	16	4 7 10 12 15	-	Hexadecasílabo	1.0
filip	cosas que evocan, bajo el auspicio de un sol incierto,	cosas que evocan, bajo el auspicio de un sol incierto,	15	1 4 9 11 12 14	-	Pentadecasílabo	1.0
filip	do antigua espera las horas lentas, las horas largas,	do antigua espera las horas lentas, las horas largas,	15	2 4 7 9 12 14	-	Pentadecasílabo	1.0
filip	y el paso triste de nuestra Raza por el desierto.	y el paso triste de nuestra Raza por el desierto.	15	2 4 9 14	-	Pentadecasílabo	1.0
filip	Ya las campanas dan a los aires su algarabía;	Ya las campanas dan a los aires su algarabía;	15	1 4 6 9 14	-	Pentadecasílabo	1.0
filip	ya agrestes flautas tañan endechas y pastorales;	ya agrestes flautas tañan endechas y pastorales;	15	1 2 4 6 9 14	-	Pentadecasílabo	1.0
filip	ya están los templos y los belenes, hechos un ascua...	ya están los templos y los belenes, hechos un ascua...	15	1 2 4 9 11 13 14	-	Pentadecasílabo	1.0
filip	Llegan perfumes de amores nuevos con la alegría,	Llegan perfumes de amores nuevos con la alegría,	15	1 4 7 9 14	-	Pentadecasílabo	1.0
filip	llegan ternuras que borran odios y curan males...	llegan ternuras que borran odios y curan males...	15	1 4 7 9 12 14	-	Pentadecasílabo	1.0
filip	¡Sólo no llega de nuestro pueblo la Libre Pascua!....	¡Sólo no llega de nuestro pueblo la Libre Pascua!....	15	1 3 4 9 12 14	-	Pentadecasílabo	1.0
filip	Ama lo amargo y lo duro	Ama lo amargo y lo duro	8	1 4 7	1 4 7	Octosílabo dactílicos	1.0
filip	que entraña la vida humana,	que entraña la vida humana,	8	2 5 7	2 5 7	Octosílabo heroico pleno	1.0
filip	y no haya en ti, en lo futuro,	y no haya en ti, en lo futuro,	8	2 4 7	2 4 7	Octosílabo heroico puro	1.0
filip	transacción con la nirvana.	transacción con la nirvana.	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	Saca tu fe del obscuro	Saca tu fe del obscuro	8	1 4 7	1 4 7	Octosílabo dactílicos	1.0
filip	rincón de abulia y desgana	rincón de abulia y desgana	8	2 4 7	2 4 7	Octosílabo heroico puro	1.0
filip	y haz de ella fruto maduro	y haz de ella fruto maduro	8	1 2 4 7	2 4 7	Octosílabo heroico puro	0.8571428571428571
filip	para tu hambre de mañana.	para tu hambre de mañana.	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	El sol que te queme el músculo	El sol que te queme el músculo	8	2 5 7	2 5 7	Octosílabo heroico pleno	1.0
filip	te hará, en la lucha, más hombre	te hará, en la lucha, más hombre	8	2 4 6 7	2 4 7	Octosílabo heroico puro	0.8571428571428571
filip	y tu hogar más claro y fuerte;	y tu hogar más claro y fuerte;	8	3 4 5 7	3 5 7	Octosílabo melódico semipleno	0.8571428571428571
filip	y así en el final crepúsculo	y así en el final crepúsculo	8	2 5 7	2 5 7	Octosílabo heroico pleno	1.0
filip	de tu existencia, tu nombre	de tu existencia, tu nombre	8	4 7	4 7	Octosílabo sáfico	1.0
filip	será luz sobre la muerte.	será luz sobre la muerte.	8	2 3 7	2 7	Octosílabo heroico difuso	0.8571428571428571
filip	Da a la nave de tu empeño	Da a la nave de tu empeño	8	1 3 7	1 3 7	Octosílabo melódico corto hemistiquial	1.0
filip	anchas velas de ambición	anchas velas de ambición	8	1 3 7	1 3 7	Octosílabo melódico corto hemistiquial	1.0
filip	y boga en pos de tu ensueño	y boga en pos de tu ensueño	8	2 4 7	2 4 7	Octosílabo heroico puro	1.0
filip	con la diestra en el timón.	con la diestra en el timón.	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	Si el celaje arruga el ceño	Si el celaje arruga el ceño	8	3 5 7	3 5 7	Octosílabo melódico semipleno	1.0
filip	y tiene el mar bronco sea,	y tiene el mar bronco sea,	8	2 4 5 7	2 4 7	Octosílabo heroico puro	0.8571428571428571
filip	di al temporal: "¡Soy tu dueño	di al temporal: "¡Soy tu dueño	8	1 4 5 7	1 4 7	Octosílabo dactílicos	0.8571428571428571
filip	y es firme mi corazón"	y es firme mi corazón"	8	1 2 7	2 7	Octosílabo heroico difuso	0.8571428571428571
filip	Batirá el mar turbulento	Batirá el mar turbulento	8	3 4 7	3 7	Octosílabo melódico puro	0.8571428571428571
filip	tus amuras y tu quilla	tus amuras y tu quilla	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	en tonante batahola;	en tonante batahola;	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	pero, erguido bajo el viento,	pero, erguido bajo el viento,	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	te verán desde la orilla	te verán desde la orilla	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	como un dios sobre una ola...	como un dios sobre una   ola	8	2 3 5 7	2 5 7	Octosílabo heroico pleno	0.8571428571428571
filip	A qué delirios suntuarios	A qué delirios suntuarios	8	2 4 7	2 4 7	Octosílabo heroico puro	1.0
filip	y en néctar rosas deshechas	y en néctar rosas deshechas	8	2 4 7	2 4 7	Octosílabo heroico puro	1.0
filip	cuando fieros sagitarios	cuando fieros sagitarios	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	cubren el aire de flechas?	cubren el aire de flechas?	8	1 4 7	1 4 7	Octosílabo dactílicos	1.0
filip	El horror de los calvarios	El horror de los calvarios	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	y los muertos en las brechas,	y los muertos en las brechas,	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	de más nobles idearios	de más nobles idearios	8	2 3 7	2 7	Octosílabo heroico difuso	0.8571428571428571
filip	nos anuncian las cosechas.	nos anuncian las cosechas.	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	Odie, pues, la vida lacia	Odie, pues, la vida lacia	8	1 5 7	1 5 7	Octosílabo enfático corto	1.0
filip	mi pueblo, y del porvenir	mi pueblo, y del porvenir	8	2 7	2 7	Octosílabo heroico difuso	1.0
filip	emprenda el camino franco;	emprenda el camino franco;	8	2 5 7	2 5 7	Octosílabo heroico pleno	1.0
filip	y con fe en la Democracia	y con fe en la Democracia	8	3 7	3 7	Octosílabo melódico puro	1.0
filip	írgase y, si ha de vivir,	írgase y, si ha de vivir,	8	1 4 7	1 4 7	Octosílabo dactílicos	1.0
filip	viva con la espada al flanco.	viva con la espada al flanco.	8	1 5 7	1 5 7	Octosílabo enfático corto	1.0
filip	Surgiendo del sarcófago enlutado	Surgiendo del sarcófago enlutado	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Como una antorcha de oro relumbrante,	Como una antorcha de oro relumbrante,	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	Se irgue con la pujanza de un gigante	Se irgue con la pujanza de un gigante	11	1 6 8 10	1 6 8 10	Endecasílabo enfático pleno	1.0
filip	La figura de un rey infortunado.	la figura de un rey   infortunado	11	3 5 6 10	3 6 10	Endecasílabo melódico puro	0.9
filip	No alegre, no, su rostro bronceado	No alegre, no, su rostro bronceado	11	1 2 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	La sonrisa del déspota arrogante;	La sonrisa del déspota arrogante;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Gotas de fuego queman su semblante	Gotas de fuego queman su semblante	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	Por el sol de Malasia iluminado.	Por el sol de Malasia iluminado.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	¡Es que su orgullo de Raja le enciende,	¡Es que su orgullo de Raja le enciende,	11	1 4 7 10	1 4 10	Endecasílabo sáfico difuso pleno	0.9
filip	Es que mira a su virgen Filipinas,	Es que mira a su virgen Filipinas,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	La perla de su amor, triste y llorosa!,..	La perla de su amor, triste y llorosa!,..	11	2 6 7 10	2 6 10	Endecasílabo heroico puro	0.9
filip	Y al contemplarla así la mano tiende,	Y al contemplarla así la mano tiende,	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	Y después de arrancarle las espinas,	Y después de arrancarle las espinas,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Increpa a su opresor desde la fosa	Increpa a su opresor desde la fosa	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Hidalgo de la Mancha: todos los malandrines	Hidalgo de la Mancha: todos los malandrines	14	2 6 8 13	-	Alejandrino	1.0
filip	siguen clavando flechas de escarnio en tu figura,	siguen clavando flechas de escarnio en tu figura,	14	1 4 6 9 13	-	Alejandrino	1.0
filip	pues no alcanzan el vuelo de tu genial locura	pues no alcanzan el vuelo de tu genial locura	14	2 3 6 11 13	-	Alejandrino	1.0
filip	los que viven reclusos, en sórdidos confines.	los que viven reclusos, en sórdidos confines.	14	3 6 9 13	-	Alejandrino	1.0
filip	Yo hago mía la senda por donde tú camines;	Yo hago mía la senda por donde tú camines;	14	1 3 6 11 13	-	Alejandrino	1.0
filip	en pleno siglo XX proclamo tu aventura,	en pleno siglo XX proclamo tu aventura,	13	2 4 5 8 12	-	Tridecasílabo	1.0
filip	y voy en ansia eterna de aquella calentura	y voy en ansia eterna de   aquella calentura	14	2 3 5 9 13	-	Alejandrino	1.0
filip	que te exalto por cima de osados Palmerines.	que te exalto por cima de osados Palmerines.	14	3 6 9 13	-	Alejandrino	1.0
filip	Herirán nuevas piedras el árbol del Ensueño,	Herirán nuevas piedras el árbol del Ensueño,	14	3 4 6 9 13	-	Alejandrino	1.0
filip	pero sobre las piedras volará Clavileño	pero sobre las piedras volará Clavileño	14	6 10 13	-	Alejandrino	1.0
filip	llevando al Infinito la carga de una idea;	llevando al Infinito la carga de una idea;	14	2 6 9 11 13	-	Alejandrino	1.0
filip	y toda noble diestra, asida a su destino,	y toda noble diestra, asida a su destino,	14	2 4 6 9 13	-	Alejandrino	1.0
filip	quebrará en las dos aspas del más alto molino	quebrará en las dos aspas del más alto molino	14	3 5 6 9 10 13	-	Alejandrino	1.0
filip	las lanzas de su esfuerzo vital por Dulcinea…	las lanzas de su esfuerzo vital por dulcina…	14	2 6 9 13	-	Alejandrino	1.0
filip	Con que nos quede el habla que nos diste	Con que nos quede el habla que nos diste	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	con la Espada y la Cruz de tu Aventura,	con la Espada y la Cruz de tu Aventura,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	habremos siempre en nuestro Hogar aún triste	habremos siempre en nuestro hogar ún triste	11	2 4 8 9 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
filip	de tu gloria total la flor más pura.	de tu gloria total la flor más pura.	11	3 6 8 9 10	3 6 8 10	Endecasílabo melódico largo	0.9
filip	Porque es la lengua la caución más fuerte	Porque es la lengua la caución más fuerte	11	2 4 8 9 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
filip	del influjo inmortal de una cultura,	del influjo inmortal de una cultura,	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
filip	y es frente al golpe de contraria suerte	y es frente al golpe de contraria suerte	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	escudo de broncínea forjadura.	escudo de broncín#a forjadura	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Te dirán los arúspices malignos	Te dirán los arúspices malignos	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	que en nuestros cielos ya se advierten signos	que en nuestros cielos ya se advierten signos	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	reveladores de tu fabla en mengua;	reveladores de tu fabla en mengua;	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	pero ríete de ellos, pues la Historia	pero ríete de ellos, pues la Historia	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	te otorga en sus capítulos de gloria	te otorga en sus capítulos de gloria	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	justa prioridad de tiempo y lengua.	justa pri~oridad de tiempo y lengua	11	1 6 8 10	1 6 8 10	Endecasílabo enfático pleno	1.0
filip	Tu ancianidad es santa. Significa	Tu ancianidad es santa. Significa	11	4 5 6 10	4 6 10	Endecasílabo sáfico corto	0.9
filip	nobles ofrendas de virtud y ciencia,	nobles ofrendas de virtud y ciencia,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	Brilla ante todos, de grandeza rica,	Brilla ante todos, de grandeza rica,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	bajo la casta luz de tu conciencia.	bajo la casta luz de tu conciencia.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
